Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 1,600 per month",D Alamanda,695,2,1,D'Alamanda Cheras Nearby LRT/MRT,Service Residence,2014,16,Fully Furnished,1,Not Stated,,"Male, Couple",113000939,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,695,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,Taman Bukit Angsana,700,3,1,Flat Taman Bukit Segar Cheras KL For Rent ada Lift open Parking Murah,Apartment,,,Not Furnished,1,Low,2500,"Male, Female, Couple",111941057,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,700,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,100 per month",MET 1 Residences @ KL Metropolis,677,2,1,Walking distance to Publika mall,Service Residence,2022,55,Fully Furnished,1,Not Stated,,"Male, Female",113000918,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,677,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,250 per month",Quinn Residence,689,2,2,Quinn Residence @ Wangsa Maju [P/FURNISH] 2R2B LRT Sri Rampai,Apartment,2023,43,Partially Furnished,,Not Stated,5625,"Male, Female",113000852,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,689,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Southbank Residence,785,2,2,Southbank Residence @ Old Klang Road [FFURNISH] 2R2B Midvalley Bangsar,Service Residence,2017,37,Fully Furnished,1,Not Stated,5250,Male,111776259,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,785,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,050 per month",PPR Kerinchi,800,3,2,"PPR Kerinchi Flat , Pantai Dalam , Bangsar South , Open Car Park",Flat,,,Not Furnished,,High,,"Male, Female, Couple",113000829,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,800,Pantai,"Pantai, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",Lanai Gurney,"1,400",3,2,Lanai Gurney @ Keramat [F/FURNISH] 3R2B LRT Jelatek Dato Keramat,Condominium,2002,23,Fully Furnished,1,Not Stated,5750,Female,113000775,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1400,Keramat,"Keramat, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 17,000 per month",Taman Melawati,"6,000",5,6,"3 Storey Bungalow Sunway Rydgeway, Taman Melawati, KL For Rent",Bungalow House,,,Fully Furnished,,Not Stated,,"Male, Female",113000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Sky Awani 2 Residence,800,3,2,3 Room Sky Awani 2 Residence Basic KL Sentul near jalan ipoh,Condominium,2020,35,Not Furnished,1,Medium,3500,"Male, Female, Couple",113000717,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,800,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Sentul,200,,,"M Arisa, Sentul MRT/LRT, Sentul Point, Sunway Putra, KLCC,TAR",Condo / Services residence / Penthouse / Townhouse,2024,,Fully Furnished,1,Medium,,"Male, Female, Couple",112193689,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Setapak,928,,,"MEDIUM ROOM💥RESIDENSI PLATINUM TERATAI CONDO, Setapak, KL, Female",Condo / Services residence / Penthouse / Townhouse,2019,,Fully Furnished,1,Medium,600,Male,105760522,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,928,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 720 per month,Cheras,150,,,Room The Annex Taman Connaught Cheras MRT Taman Connaught,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,High,1080,"Male, Female, Couple",110439311,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,547 per month",Scott Sentral,"1,175",3,2,FULLY FURNISHED Scott Sentral Service Suites Brickfield SPACIOUS VIEW,Condominium,2006,23,Fully Furnished,1,Not Stated,,"Male, Female, Couple",113000515,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1175,Brickfields,"Brickfields, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,200 per month",Kepong,900,2,1,Taman Seri Kepong Baru 2 Storey Landed House New Painted United Point,2-storey Terraced House,,,Not Furnished,,Not Stated,3250,"Male, Couple",112573542,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,900,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",D'Nuri Residence @ Desa Petaling,850,3,2,D’NURI RESIDENCES @ Desa Petaling + 3 Aircond +W.Heater +K.Cabinet,Condominium,2020,42,Fully Furnished,1,Medium,1800,Male,112598207,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,850,Desa Petaling,"Desa Petaling, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Maxim Citylights @ Sentul KL,"1,043",2,2,"Maxim Citylights near IPD SENTUL, KL SENTUL",Service Residence,2017,36,Partially Furnished,2,Medium,,"Male, Female",112351042,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1043,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 480 per month,Cheras,"1,310",,,Room at Saville Cheras & Parkland BT11,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Not Stated,480,Female,81546930,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1310,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Vista Mutiara,"1,200",3,2,Vista mutiara endlot,Condominium,2008,22,Fully Furnished,,Not Stated,4250,Male,113000402,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1200,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,100 per month",Desa Sri Puteri,831,3,2,Desa Sri Puteri apartment for rent,Apartment,2001,17,Partially Furnished,1,Not Stated,,"Male, Female",113000395,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,831,Desa Petaling,"Desa Petaling, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",The Birch,819,3,2,Jalan Ipoh The Birch 3 Rooms Fully Furnish Near Mrt and Market,Service Residence,2023,42,Fully Furnished,2,Medium,,"Male, Couple",113000357,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,819,Jalan Ipoh,"Jalan Ipoh, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,380 per month",OPUS Kuala Lumpur,721,1,1,"Blueground | Kuala Lumpur, pool, nr KL Bird Park",Apartment,2019,32,Fully Furnished,1,High,,Female,113000384,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,721,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Axis Residence,"1,000",3,2,"Partial Furnish Corner unit , Axis Residence , Pandan Indah near LRT",Condominium,2010,33,Partially Furnished,,High,,"Male, Female",113000368,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1000,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 300 per month,Pandan Indah,8,,,Tulip apartment 2 minit LRT cempaka bilik lengkap free utiliti,Apartment / Flat,,,Fully Furnished,,Not Stated,,Female,43452554,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,8,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,470 per month",OPUS Kuala Lumpur,692,1,1,"Blueground | Kuala Lumpur, city view, nr KL Bird Park",Apartment,2019,32,Fully Furnished,1,High,,Female,113000270,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,692,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Residensi Aman Jalil,990,3,2,Residensi Aman Bukit Jalil Partially Furnish,Apartment,2022,42,Partially Furnished,1,Not Stated,,"Male, Female",112853461,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,990,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Residensi MH Platinum 2,860,3,2,Fully Furnished Residency MH Platinum 2,Service Residence,2024,32,Fully Furnished,,Medium,2250,Female,112576154,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,860,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Sri Petaling,220,,,"Medium Room in Double Storey, Sri Petaling near RHB UOB Bank",Houses,,,Fully Furnished,,Low,,"Male, Female",113000425,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,220,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 450 per month,Setapak,"1,200",,,Bilik Lelaki Single Room PV 3 near LRT Tmn Melati KL East Mall UIA,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,Male,112882359,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,Suasana Sentral Condominiums,"1,400",4,3,"Suasana Sentral, KL Sentral Small and Medium Room",Condominium,,,Fully Furnished,2,High,800,"Male, Female, Couple",113000373,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1400,KL Sentral,"KL Sentral, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 340 per month,Desa Pandan,300,,,Fully furnish New Condo Sri Angsana Hilir Desa Pandan Kg Pandan KL TRX,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Low,,Female,110708490,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Cheras,300,,,Fmale FullyFurnish@ pixel city sentral condo 1 Minit LRT salak selatan,Condo / Services residence / Penthouse / Townhouse,2024,,Fully Furnished,1,Low,,"Male, Female, Couple",111305897,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,000 per month",Regalia Residence,"1,160",2,2,[KLCC VIEW] Regalia Suite 2r2b Fully Nice Reno HKL Duta Park TR Putra,Service Residence,2012,37,Fully Furnished,1,Medium,,"Male, Couple",113000103,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1160,Jalan Sultan Ismail,"Jalan Sultan Ismail, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,Salak Selatan,300,,,Fmale FullyFurnish pixel city sentral condo 1 Minit LRT salak selatan,Condo / Services residence / Penthouse / Townhouse,2024,,Fully Furnished,1,Low,,"Male, Female, Couple",111154553,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 300 per month,Desa Pandan,10,,,"Fully furnish 3 minit LRT pandan Indah, Taman cempaka Free utilities",Houses,,,Fully Furnished,,Not Stated,700,Female,99981129,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,10,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 300 per month,Pandan Jaya,8,,,"Tulip apartment, kenari court , 2-3 minit LRT cempaka , KL , cheras",Apartment / Flat,,,Fully Furnished,,Not Stated,,Female,42684749,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 500 per month,Cheras,450,,,3 Min to LRT SALAK SELATAN ROOM AT CEMARA APARTMENT PERMAISURI,Apartment / Flat,2018,,Fully Furnished,2,High,1000,"Male, Female",113000225,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,450,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Setapak,"1,600",,,[Perempuan Saja] Nice Master Bedroom @ PV20 Condo Setapak Wangsa Maju,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,Female,112100657,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,300 per month",Star Residences One,851,2,1,Star Residences Two Jalan Yap Kwan Seng KLCC,Service Residence,2019,57,Fully Furnished,,Not Stated,,"Male, Female, Couple",113000033,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,851,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 300 per month,Pandan Indah,10,,,Tulip apartment Pandan Indah Ampang Kuala Lumpur 2 minit LRT cempaka,Apartment / Flat,,,Fully Furnished,,Not Stated,,Female,62198117,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,10,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 340 per month,Ampang,300,,,Fully furnish New Condo Sri Angsana Hilir Desa Pandan Kg Pandan KL TRX,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Low,,Female,110708982,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,380 per month",PPA1M Mercu Jalil,"1,000",3,2,"[SEWA]Mercu Jalil @ Bukit Jalil, Kitchen Cabinet, Aircon  - Near LRT",Apartment,2022,,Partially Furnished,1,Medium,,Female,109430473,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1000,Bukit Jalil,"Bukit Jalil, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,400 per month",KL Traders Square Residences,842,3,2,[2 Carparks] KL Traders Square  (Fully Furnished) ☑️ Full Aircon,Service Residence,2019,38,Fully Furnished,2,Medium,,Male,112784735,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,842,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,900 per month",Residensi Platinum Teratai,925,3,2,Residensi Platinum Teratai near Setapak Central Mall Setapak KL,Service Residence,2019,23,Fully Furnished,1,Not Stated,,Male,112879180,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,925,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,300 per month",Sky Awani Residensi 1,800,3,2,"Sky Awani 1 sentul near Maxim Citylights near IPD, HKL,KLCC",Condominium,2019,35,Not Furnished,,Medium,,Female,112858774,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,800,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Kepong,700,,,"Private Bathroom master Room for Rent – Taman Sri Sinar, Kepong",Houses,1995,,Fully Furnished,1,High,700,"Male, Female, Couple",113000042,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,700,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 420 per month,Setapak,"1,600",,,Full Furnish AirCond Medium Room @ PV13 Condo Setapak Wangsa Maju,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,"Male, Female, Couple",112822866,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,550 per month",Pandan Puteri,"1,010",3,2,Pandan Puteri Condominium Ampang 3R2B P/F Pandan Indah,Condominium,9,,Partially Furnished,1,Not Stated,3625,"Male, Couple",112999913,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1010,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Villa Danau,"1,200",3,2,Villa Danau Apartment Setapak 3R2B F/F Danau Kota Kuala Lumpur,Apartment,5,,Fully Furnished,1,Not Stated,4500,Male,112999891,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1200,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,000 per month",The Saffron,"1,087",3,3,Fully Furnished 3 Bedroom Condo with Pool Access & 24/7 Security,Condominium,2009,24,Fully Furnished,,Medium,6000,Female,112999974,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1087,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 450 per month,Bandar Tasik Selatan,144,,,[NON-SHARING Female Only Room] Near LRT in Kuala Lumpur,Condo / Services residence / Penthouse / Townhouse,2021,,Fully Furnished,2,High,1575,Female,112999970,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,144,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Lanai Gurney,"2,000",3,2,"Spacious 2,000 sqft Condo @ Lanai Gurney, Keramat KL For Rent",Condominium,2002,23,Partially Furnished,,Not Stated,,"Male, Couple",112999842,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,2000,Keramat,"Keramat, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,600 per month",Riverville Residences,"1,100",3,2,"well kept , nice view Riverville condo",Condominium,2015,22,Partially Furnished,2,Medium,5200,"Male, Couple",112999957,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1100,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 250 per month,Cheras,123,,,"NOVEMBER - Bilik Sewa Non Sharing, PPR MUHIBBAH",Apartment / Flat,,,Not Furnished,,High,250,Female,112999955,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,123,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 8,500 per month",Taman Melawati,"3,400",5,3,MOVE IN CONDITION DIRECT OWNER FURNISH Semi-D MELAWATI Kemensah Height,Semi-Detached House,,,Partially Furnished,,Not Stated,,Female,112999940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 38,000 per month",Ampang,"12,680",,,Kuala Lumpur Jalan Ampang Hilir Keramat F/Road New Factory 20ftCeiling,Warehouse / Factory,,,Not Stated,,Not Stated,,Male,112999934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12680,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 290 per month,Setapak,600,,,BilikSewaPerempuan KL Setapak/ free Wifi & Berjln kaki LRT,Apartment / Flat,,,Fully Furnished,,Medium,290,Female,110074165,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 18,500 per month",Ampang,"6,650",,,Showroom Jalan Amapng Beside Highway (Q5510),Retail space,,,Not Stated,,Not Stated,,"Male, Couple",112350051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6650,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 5,750 per month",Stonor 3 @ KLCC,"1,031",3,2,[FULLY FURNISHED] Stonor 3 Residence KLCC near Manor Eaton Aria,Service Residence,2019,41,Fully Furnished,2,Not Stated,,Male,112999816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,KLCC,"KLCC, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,500 per month",Setapak,"1,400",,,"*** Fast Grab, Hot Shop *** Setapak Taman Sri Rampai Ground Floor",Shop lot,,,Not Stated,,Not Stated,,Male,112999805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 250 per month,Cheras,18,,,Small Room Male at Sri Penara Bandar Sri Permaisuri Cheras KL,Apartment / Flat,,,Fully Furnished,,Medium,,Male,112806590,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,18,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",Queensville,526,1,1,RENT Queensville Studio Bandar Sri Permaisuri Cheras Lrt Salak Selatan,Condominium,,,Fully Furnished,1,Medium,3600,"Male, Female",112999797,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,526,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Sentul,300,,,Fully Furnished Room for Female - Rica - Sentul - KL,Condo / Services residence / Penthouse / Townhouse,2021,,Fully Furnished,2,Medium,1975,"Male, Couple",112999766,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,300,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 140 per month,Suria Jelatek Residence,1,1,1,"suria jelatek parking lot for rent, available 1 december 2025",Condominium,2010,21,Not Furnished,1,Low,,"Male, Female, Couple",112999713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Ampang Hilir,"Ampang Hilir, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 325 per month,Setapak,25,,,Room For Rent (Sharing 2 Person),Condo / Services residence / Penthouse / Townhouse,2025,,Fully Furnished,2,High,325,"Male, Female, Couple",112999701,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,25,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
